YYYY,DOY,HR,MN,bX,bY,bZ,speed,density,temp
2016,157,0,0,0.68,0.48,0.91,315.4,24.806,27834.0
2016,157,1,0,2.59,0.67,0.92,309.1,23.798,32698.0
2016,157,2,0,-1.3,1.35,1.0,313.6,24.873,26077.0
2016,157,3,0,-2.17,0.63,0.71,320.1,28.827,34178.0
2016,157,4,0,-1.94,0.5,1.31,321.3,32.458,31327.0
2016,157,5,0,-1.44,1.13,1.96,325.7,39.628,30720.0
2016,157,6,0,-0.33,1.22,1.39,330.5,60.276,34126.0
2016,157,7,0,-7.29,1.19,1.93,336.8,55.159,27021.0
2016,157,8,0,-2.95,4.37,4.13,340.0,42.091,61256.0
2016,157,9,0,0.31,2.23,3.77,361.3,35.398,117925.0
2016,157,10,0,2.13,1.39,4.74,383.4,28.606,111011.0
2016,157,11,0,5.97,1.4,3.31,382.3,26.912,126672.0
2016,157,12,0,-4.4,3.93,8.88,401.7,32.199,109115.0
2016,157,13,0,0.42,1.62,9.24,410.1,23.459,158377.0
2016,157,14,0,7.6,3.3,5.3,472.1,13.158,249677.0
2016,157,15,0,7.92,1.63,5.36,491.4,13.899,313721.0
2016,157,16,0,8.13,1.02,8.17,528.9,10.86,286803.0
2016,157,17,0,7.93,1.17,4.05,544.1,10.449,349295.0
2016,157,18,0,3.84,1.44,5.37,561.0,9.555,457047.0
2016,157,19,0,7.49,1.2,1.76,571.0,8.607,414892.0
2016,157,20,0,8.62,0.75,1.25,575.9,6.737,257852.0
2016,157,21,0,6.02,0.47,1.54,582.5,6.023,268023.0
2016,157,22,0,4.57,0.86,3.83,582.2,5.968,258191.0
2016,157,23,0,-0.24,1.21,2.4,574.6,6.166,253308.0
2016,158,0,0,-0.35,0.58,2.8,569.3,6.002,224260.0
2016,158,1,0,3.09,0.88,1.44,569.7,5.722,241670.0
2016,158,2,0,1.5,1.14,2.11,614.6,4.368,291742.0
2016,158,3,0,-1.78,1.08,1.53,623.2,4.175,306313.0
2016,158,4,0,-0.03,0.55,1.87,615.4,4.964,301205.0
2016,158,5,0,0.91,0.53,3.28,613.5,4.59,251571.0
2016,158,6,0,2.98,0.54,2.81,599.0,4.622,231681.0
2016,158,7,0,5.68,0.29,1.24,576.4,4.488,160882.0
2016,158,8,0,5.85,0.55,1.2,571.0,4.126,132951.0
2016,158,9,0,5.54,0.2,0.76,567.4,3.547,114667.0
2016,158,10,0,5.72,0.48,0.84,566.8,3.649,141664.0
2016,158,11,0,4.47,0.42,1.94,574.8,3.633,174529.0
2016,158,12,0,4.3,0.35,2.26,569.2,3.361,153084.0
2016,158,13,0,4.17,0.39,1.89,558.2,3.213,156076.0
2016,158,14,0,4.84,0.17,0.32,534.3,2.925,125810.0
2016,158,15,0,4.49,0.59,0.86,510.8,2.756,122231.0
2016,158,16,0,1.23,0.85,2.36,524.8,3.518,190044.0
2016,158,17,0,3.43,0.71,1.73,496.2,4.336,150268.0
2016,158,18,0,5.09,0.31,0.5,477.5,4.719,164240.0
2016,158,19,0,3.58,0.65,0.84,493.5,4.871,146216.0
2016,158,20,0,1.47,0.56,1.6,515.0,4.759,151547.0
2016,158,21,0,1.51,0.67,1.99,507.7,4.545,173050.0
2016,158,22,0,2.49,0.8,1.06,496.1,4.64,168901.0
2016,158,23,0,2.54,0.48,1.12,494.4,4.92,146790.0
2016,160,0,0,3.42,0.24,0.92,436.0,4.839,161923.0
2016,160,1,0,-0.87,0.27,1.82,471.2,3.867,144858.0
2016,160,2,0,2.26,0.38,2.58,450.7,4.059,135798.0
2016,160,3,0,4.71,0.14,0.96,425.9,4.156,113459.0
2016,160,4,0,4.93,0.15,1.04,437.9,3.976,146451.0
2016,160,5,0,4.42,0.16,0.68,435.1,4.074,96872.0
2016,160,6,0,2.83,0.48,1.27,446.0,4.386,107839.0
2016,160,7,0,3.25,0.38,0.88,439.0,4.982,110538.0
2016,160,8,0,0.11,0.39,1.11,454.2,4.134,80355.0
2016,160,9,0,-2.22,0.21,0.64,461.2,4.695,95133.0
2016,160,10,0,-1.07,0.37,1.14,453.2,5.21,109139.0
2016,160,11,0,-1.79,0.92,1.66,456.3,5.143,126286.0
2016,160,12,0,-0.29,0.38,2.31,454.8,4.941,100310.0
2016,160,13,0,2.57,0.17,1.32,441.3,4.505,95159.0
2016,160,14,0,4.74,0.28,0.76,416.2,4.835,77252.0
2016,160,15,0,4.95,0.28,0.41,405.6,4.542,66838.0
2016,160,16,0,2.93,0.15,0.57,414.4,4.802,90945.0
2016,160,17,0,2.76,0.23,0.75,411.1,4.525,81694.0
2016,160,18,0,3.88,0.12,0.16,395.7,4.191,63932.0
2016,160,19,0,2.82,0.3,0.65,403.5,4.357,83572.0
2016,160,20,0,1.98,0.22,1.2,410.7,4.257,85029.0
2016,160,21,0,0.64,0.5,1.1,418.7,4.081,79761.0
2016,160,22,0,2.3,0.22,0.7,404.3,4.439,89609.0
2016,160,23,0,2.11,0.3,0.74,400.3,4.335,66458.0
2016,162,0,0,1.91,0.11,0.42,341.7,7.534,46456.0
2016,162,1,0,2.59,0.13,0.89,344.2,8.097,71726.0
2016,162,2,0,0.83,0.1,0.74,347.5,8.334,33861.0
2016,162,3,0,1.83,0.11,0.38,343.4,8.354,47818.0
2016,162,4,0,2.26,0.06,0.53,339.1,8.617,49477.0
2016,162,5,0,1.41,0.07,0.31,341.4,9.186,38922.0
2016,162,6,0,1.98,0.07,0.44,339.5,9.872,41683.0
2016,162,7,0,1.83,0.2,0.31,339.3,11.384,35413.0
2016,162,8,0,1.16,0.36,0.37,341.8,14.096,21087.0
2016,162,9,0,2.56,0.21,0.47,342.3,17.681,15876.0
2016,162,10,0,2.01,0.16,0.26,342.9,20.432,15821.0
2016,162,11,0,-0.82,0.53,2.42,344.8,22.278,17338.0
2016,162,12,0,-2.05,1.64,1.36,346.6,23.544,20920.0
2016,162,13,0,-2.52,0.78,0.76,348.9,18.143,39415.0
2016,162,14,0,-2.54,0.72,1.48,344.5,20.06,63079.0
2016,162,15,0,-3.47,0.86,1.12,348.7,18.582,70601.0
2016,162,16,0,-4.91,0.4,1.46,345.3,18.684,79453.0
2016,162,17,0,-2.73,0.34,2.07,350.8,19.674,70671.0
2016,162,18,0,-1.67,0.44,2.31,358.4,21.54,74167.0
2016,162,19,0,-5.71,1.86,3.08,353.3,22.381,88993.0
2016,162,20,0,-4.52,0.92,2.11,376.8,11.719,116815.0
2016,162,21,0,-5.99,0.38,2.26,401.9,10.479,174096.0
2016,162,22,0,-3.31,1.27,2.94,400.5,10.346,222542.0
2016,162,23,0,-3.32,1.15,1.33,411.9,10.92,248149.0
2016,163,0,0,-6.02,1.15,2.58,412.5,12.474,247105.0
2016,163,1,0,-4.6,0.54,1.91,415.9,11.224,212548.0
2016,163,2,0,-4.58,0.28,0.94,417.1,9.766,204267.0
2016,163,3,0,-5.77,0.39,0.79,420.5,8.976,191781.0
2016,163,4,0,-6.21,0.5,0.55,428.9,7.974,184756.0
2016,163,5,0,-6.38,0.27,0.88,431.2,8.029,199763.0
2016,163,6,0,-4.6,0.6,1.47,456.2,6.832,191935.0
2016,163,7,0,-5.41,0.66,2.42,501.6,4.063,227589.0
2016,163,8,0,-5.88,0.31,2.11,513.5,3.369,219865.0
2016,163,9,0,-4.43,0.13,0.68,508.6,4.144,312580.0
2016,163,10,0,-5.6,0.2,0.55,490.7,4.45,266155.0
2016,163,11,0,-6.24,0.28,0.68,458.1,5.088,230362.0
2016,163,12,0,-5.77,0.62,1.24,452.9,5.372,164876.0
2016,163,13,0,-4.62,0.58,1.35,469.8,5.423,187827.0
2016,163,14,0,-2.19,0.43,1.53,479.4,6.366,152921.0
2016,163,15,0,-3.29,0.59,3.1,527.0,3.679,273883.0
2016,163,16,0,-3.76,0.42,1.29,543.0,2.77,247609.0
2016,163,17,0,3.0,0.35,1.26,513.9,5.28,229861.0
2016,163,18,0,-2.36,0.36,3.14,494.2,5.402,305591.0
2016,163,19,0,-3.64,1.06,1.76,494.2,5.412,321885.0
2016,163,20,0,-1.91,0.43,1.63,494.8,5.985,265612.0
2016,163,21,0,3.36,0.62,2.6,506.1,7.077,284171.0
2016,163,22,0,-3.18,0.99,2.02,460.9,7.946,323602.0
2016,163,23,0,-4.44,1.3,2.53,466.3,7.135,359632.0
2016,164,0,0,-6.38,0.53,0.63,464.8,6.978,330184.0
2016,164,1,0,-6.99,0.55,0.68,463.4,7.042,347289.0
2016,164,2,0,-7.27,0.3,0.58,456.5,7.773,411088.0
2016,164,3,0,-6.71,1.62,3.61,466.2,7.553,416901.0
2016,164,4,0,-7.89,0.86,1.7,465.1,7.301,528821.0
2016,164,5,0,-8.65,0.46,0.6,463.0,7.01,378623.0
2016,164,6,0,-6.4,0.39,1.2,455.2,7.994,418263.0
2016,164,7,0,-5.62,0.85,1.62,447.0,7.275,281787.0
2016,164,8,0,2.49,0.56,1.71,474.6,8.507,190826.0
2016,164,9,0,-2.97,1.11,2.23,444.5,9.328,185746.0
2016,164,10,0,-4.41,0.6,1.2,433.8,9.592,158405.0
2016,164,11,0,-5.59,0.62,1.07,436.9,10.23,171102.0
2016,164,12,0,-6.6,0.43,1.77,436.2,10.174,157518.0
2016,164,13,0,-4.3,0.65,1.66,447.5,10.292,162672.0
2016,164,14,0,-4.18,0.41,2.47,451.3,10.546,157048.0
2016,164,15,0,-6.54,0.48,2.26,439.3,10.394,165161.0
2016,164,16,0,-7.11,0.35,1.33,434.3,10.401,166125.0
2016,164,17,0,-6.73,0.63,1.65,441.4,9.682,169449.0
2016,164,18,0,-5.56,0.47,2.19,458.9,9.002,180121.0
2016,164,19,0,-7.49,0.63,1.73,454.0,8.997,167378.0
2016,164,20,0,-6.27,0.33,1.32,464.3,8.969,178831.0
2016,164,21,0,-4.92,0.26,2.39,470.0,9.421,192356.0
2016,164,22,0,-4.88,0.77,2.01,481.2,7.837,178702.0
2016,164,23,0,-6.37,0.32,1.37,503.0,6.689,175677.0
2016,168,0,0,-0.35,0.29,1.83,590.6,3.298,213219.0
2016,168,1,0,-0.91,0.38,1.49,580.9,3.447,210349.0
2016,168,2,0,-1.81,0.21,1.71,567.3,3.419,195363.0
2016,168,3,0,-0.94,0.31,2.18,570.3,3.407,189399.0
2016,168,4,0,-3.34,0.26,1.14,544.8,3.19,162627.0
2016,168,5,0,-3.7,0.21,1.19,534.8,3.034,151386.0
2016,168,6,0,-4.41,0.21,0.74,526.2,2.869,119389.0
2016,168,7,0,-5.62,0.32,0.95,524.6,2.872,92724.0
2016,168,8,0,-6.33,0.26,0.27,523.8,2.994,81664.0
2016,168,9,0,-4.31,0.45,1.65,523.0,3.042,104439.0
2016,168,10,0,-3.09,0.22,0.54,522.9,3.072,121374.0
2016,168,11,0,-1.78,0.22,1.43,535.6,3.202,134596.0
2016,168,12,0,-3.38,0.14,0.86,514.1,2.828,102956.0
2016,168,13,0,-3.2,0.34,1.0,511.0,2.942,120074.0
2016,168,14,0,-3.46,0.06,0.78,503.8,3.026,102662.0
2016,168,15,0,-1.16,0.36,0.87,527.5,3.008,142496.0
2016,168,16,0,-1.66,0.22,1.08,522.4,2.88,142411.0
2016,168,17,0,-0.81,0.31,0.89,530.1,3.128,151206.0
2016,168,18,0,-0.87,0.23,1.4,527.8,3.024,159602.0
2016,168,19,0,-0.01,0.18,0.98,529.8,3.053,154301.0
2016,168,20,0,-0.36,0.15,0.85,528.4,3.007,147931.0
2016,168,21,0,-1.26,0.22,1.87,519.6,3.153,156034.0
2016,168,22,0,-2.55,0.26,1.55,505.0,3.224,149670.0
2016,168,23,0,-1.72,0.3,2.36,516.4,2.974,140424.0
2016,169,0,0,-2.18,0.23,1.75,517.1,2.64,167585.0
2016,169,1,0,-3.83,0.47,0.77,508.5,2.659,151783.0
2016,169,2,0,-3.79,0.24,1.24,510.3,2.796,157303.0
2016,169,3,0,-3.81,0.22,0.95,509.8,2.893,178602.0
2016,169,4,0,-4.5,0.15,0.79,502.2,2.677,159671.0
2016,169,5,0,-4.23,0.54,1.85,542.7,2.664,223759.0
2016,169,6,0,-4.78,0.2,1.17,552.1,2.663,209475.0
2016,169,7,0,-4.31,0.32,1.08,566.4,2.808,210428.0
2016,169,8,0,-4.23,0.2,0.44,564.7,2.791,208678.0
2016,169,9,0,-4.35,0.12,0.83,560.3,2.685,259812.0
2016,169,10,0,-1.69,0.35,1.96,591.8,2.852,352019.0
2016,169,11,0,-0.62,0.35,1.26,605.4,2.968,368969.0
2016,169,12,0,-1.89,0.26,1.69,608.0,2.921,358545.0
2016,169,13,0,-2.97,0.28,0.75,583.8,2.966,259530.0
2016,169,14,0,-2.9,0.11,1.2,582.0,3.007,220451.0
2016,169,15,0,-1.84,0.31,2.13,598.0,3.13,223395.0
2016,169,16,0,-2.74,0.25,1.1,581.5,3.198,211888.0
2016,169,17,0,0.53,0.4,2.57,609.7,2.93,213972.0
2016,169,18,0,-2.08,0.57,1.68,583.0,3.108,212411.0
2016,169,19,0,-1.96,0.16,1.35,583.4,3.239,222053.0
2016,169,20,0,-1.51,0.33,1.31,582.8,3.294,215285.0
2016,169,21,0,-3.24,0.16,0.67,568.3,3.165,186512.0
2016,169,22,0,-3.32,0.32,0.73,567.6,3.138,173175.0
2016,169,23,0,-4.2,0.16,0.55,551.5,2.84,120058.0
2016,170,0,0,-2.15,0.16,1.3,575.1,3.191,173016.0
2016,170,1,0,-1.95,0.22,1.5,579.8,3.215,175678.0
2016,170,2,0,-2.57,0.39,1.1,571.9,3.273,169464.0
2016,170,3,0,-4.34,0.19,1.0,553.1,2.983,125079.0
2016,170,4,0,-2.34,0.1,1.16,571.5,3.24,174051.0
2016,170,5,0,-2.39,0.21,0.75,568.9,3.273,176075.0
2016,170,6,0,-2.95,0.18,1.14,560.6,3.199,156003.0
2016,170,7,0,-2.87,0.53,1.31,562.8,3.115,161748.0
2016,170,8,0,-2.14,0.68,1.23,577.9,3.281,206921.0
2016,170,9,0,-2.4,0.52,1.4,573.6,3.042,213150.0
2016,170,10,0,-1.85,0.39,1.0,585.8,3.346,264387.0
2016,170,11,0,-1.89,0.42,1.02,587.2,3.05,230019.0
2016,170,12,0,-2.47,0.23,0.89,578.5,2.853,223847.0
2016,170,13,0,-2.51,0.25,1.06,585.0,2.821,217436.0
2016,170,14,0,-1.96,0.21,0.83,597.7,2.936,232457.0
2016,170,15,0,-2.84,0.18,0.8,585.0,2.861,208050.0
2016,170,16,0,-1.92,0.27,1.31,596.2,2.855,223217.0
2016,170,17,0,0.22,0.37,1.44,616.7,2.872,244581.0
2016,170,18,0,0.79,0.57,1.53,613.6,2.815,224716.0
2016,170,19,0,-2.23,0.52,1.03,592.0,2.66,209915.0
2016,170,20,0,-2.31,0.27,0.67,594.6,2.863,219518.0
2016,170,21,0,0.36,0.24,0.85,614.5,2.851,226532.0
2016,170,22,0,0.45,0.59,2.16,607.6,2.716,209363.0
2016,170,23,0,-2.65,0.22,0.79,571.0,2.59,173899.0
2016,171,0,0,-2.31,0.22,0.87,571.8,2.714,183900.0
2016,171,1,0,-2.39,0.14,0.75,567.7,2.549,162692.0
2016,171,2,0,-1.25,0.36,1.66,570.1,2.56,182434.0
2016,171,3,0,-2.14,0.28,1.42,552.7,2.329,149342.0
2016,171,4,0,-3.07,0.14,0.25,539.9,2.275,122286.0
2016,171,5,0,-2.08,0.15,0.58,550.0,2.513,163587.0
2016,171,6,0,-0.3,0.2,1.88,555.8,2.626,163216.0
2016,171,7,0,1.45,0.16,0.86,556.8,2.556,158248.0
2016,171,8,0,-0.65,0.21,1.86,524.4,2.419,129891.0
2016,171,9,0,1.04,0.29,1.15,539.5,2.494,132244.0
2016,171,10,0,-0.08,0.18,0.77,529.2,2.644,135249.0
2016,171,11,0,0.6,0.28,0.84,526.2,2.686,123319.0
2016,171,12,0,-0.35,0.15,1.8,522.2,2.759,116876.0
2016,171,13,0,0.05,0.19,1.7,523.9,2.7,98749.0
2016,171,14,0,1.52,0.29,1.9,533.0,2.79,106952.0
2016,171,15,0,2.94,0.2,0.61,536.3,2.819,98089.0
2016,171,16,0,0.68,0.6,2.02,518.0,2.815,109267.0
2016,171,17,0,1.05,0.44,2.62,523.6,2.616,87808.0
2016,171,18,0,-3.32,0.1,0.4,484.3,2.853,73034.0
2016,171,19,0,-3.37,0.14,0.44,477.3,2.872,70782.0
2016,171,20,0,-3.0,0.09,0.99,476.4,2.892,71858.0
2016,171,21,0,-2.44,0.18,1.87,481.7,2.897,74293.0
2016,171,22,0,-3.74,0.09,0.23,472.1,2.982,69974.0
2016,171,23,0,-3.22,0.28,0.71,471.8,3.139,75152.0
2016,172,0,0,-3.53,0.12,0.68,455.0,2.946,57671.0
2016,172,1,0,-3.27,0.11,1.53,456.7,2.799,52820.0
2016,172,2,0,-4.05,0.14,0.32,443.5,2.652,40432.0
2016,172,3,0,-1.2,0.34,1.92,468.3,3.17,73158.0
2016,172,4,0,-2.51,0.2,0.76,477.7,3.124,92406.0
2016,172,5,0,-1.3,0.24,0.86,469.4,3.194,62137.0
2016,172,6,0,-0.87,0.32,0.97,470.4,3.581,68982.0
2016,172,7,0,0.28,0.47,1.5,473.6,3.388,72623.0
2016,172,8,0,0.86,0.14,1.02,471.7,3.374,48110.0
2016,172,9,0,1.89,0.15,0.47,475.1,3.327,44190.0
2016,172,10,0,1.09,0.23,0.72,464.3,3.484,54201.0
2016,172,11,0,-1.06,0.25,1.78,452.9,2.929,47681.0
2016,172,12,0,1.02,0.13,0.64,457.4,2.963,61113.0
2016,172,13,0,0.56,0.31,0.8,453.9,2.592,57301.0
2016,172,14,0,-0.21,0.29,1.26,446.3,2.474,50887.0
2016,172,15,0,-1.3,0.13,0.6,434.0,2.357,55690.0
2016,172,16,0,-2.22,0.13,0.49,420.9,2.297,55677.0
2016,172,17,0,-1.56,0.25,0.66,427.5,2.442,60437.0
2016,172,18,0,0.05,0.13,0.64,440.3,2.563,45354.0
2016,172,19,0,0.46,0.19,1.58,442.8,2.782,52170.0
2016,172,20,0,-1.25,0.24,1.05,429.5,2.87,48590.0
2016,172,21,0,-1.47,0.14,0.85,427.3,2.82,51050.0
2016,172,22,0,-1.91,0.2,1.1,421.9,2.668,57402.0
2016,172,23,0,-0.63,0.19,1.67,429.9,2.638,45959.0
2016,173,0,0,1.41,0.14,0.54,434.0,2.922,35737.0
2016,173,1,0,-0.15,0.19,1.48,425.7,2.838,45981.0
2016,173,2,0,-2.9,0.27,0.25,412.5,2.321,56461.0
2016,173,3,0,-2.3,0.22,0.34,412.9,2.603,67884.0
2016,173,4,0,-2.31,0.34,0.44,416.5,2.451,59113.0
2016,173,5,0,-2.04,0.25,0.48,406.5,2.721,50793.0
2016,173,6,0,-3.03,0.2,0.32,404.1,2.443,54514.0
2016,173,7,0,-2.3,0.11,0.45,396.3,2.911,48966.0
2016,173,8,0,-2.3,0.12,0.87,393.4,2.978,46719.0
2016,173,9,0,-2.01,0.19,0.64,394.4,3.143,45044.0
2016,173,10,0,-2.76,0.22,0.37,393.8,2.552,44876.0
2016,173,11,0,-2.71,0.24,0.3,387.7,2.392,43726.0
2016,173,12,0,-2.5,0.35,0.47,386.5,2.221,31138.0
2016,173,13,0,-2.35,0.16,0.37,376.6,2.63,30521.0
2016,173,14,0,-2.71,0.11,0.09,375.7,2.264,35299.0
2016,173,15,0,-2.28,0.24,0.26,375.2,2.53,40480.0
2016,173,16,0,-2.15,0.12,0.33,376.0,2.645,34204.0
2016,173,17,0,-2.65,0.05,0.07,368.9,2.459,38108.0
2016,173,18,0,-2.56,0.09,0.1,367.6,2.866,65186.0
2016,173,19,0,-1.91,0.07,0.48,372.1,2.832,39351.0
2016,173,20,0,-1.6,0.13,0.42,369.2,2.836,27099.0
2016,173,21,0,-1.63,0.12,0.63,362.9,2.964,27553.0
2016,173,22,0,-1.36,0.36,0.31,359.3,3.533,24938.0
2016,173,23,0,-1.41,0.38,0.37,359.4,3.905,25263.0
2016,174,0,0,-2.22,0.2,0.27,350.0,3.087,24436.0
2016,174,1,0,-2.34,0.26,0.32,343.1,2.92,21842.0
2016,174,2,0,-2.16,0.36,0.28,345.7,3.663,20602.0
2016,174,3,0,-1.61,0.78,0.48,348.0,6.024,12967.0
2016,174,4,0,-0.09,0.56,1.2,343.4,7.404,12103.0
2016,174,5,0,1.24,0.18,0.7,338.5,8.663,10596.0
2016,174,6,0,1.97,0.4,0.41,335.8,10.44,11429.0
2016,174,7,0,1.46,0.3,0.78,334.9,12.572,12137.0
2016,174,8,0,0.46,1.12,0.93,343.5,12.611,16081.0
2016,174,9,0,0.71,0.38,0.9,345.7,11.917,18378.0
2016,174,10,0,-0.37,0.47,0.61,346.0,11.589,18141.0
2016,174,11,0,1.55,0.48,1.29,348.0,11.456,23822.0
2016,174,12,0,3.47,0.56,0.47,345.8,10.431,28273.0
2016,174,13,0,5.19,0.63,0.76,341.0,11.8,34469.0
2016,174,14,0,2.86,0.33,1.19,348.6,11.839,30409.0
2016,174,15,0,0.4,1.33,1.47,359.3,14.851,37714.0
2016,174,16,0,0.74,1.26,1.12,358.2,16.861,34348.0
2016,174,17,0,-1.48,1.84,2.27,365.2,22.77,44065.0
2016,174,18,0,5.04,1.25,3.26,356.8,22.122,55098.0
2016,174,19,0,5.34,1.46,4.31,367.7,25.929,40223.0
2016,174,20,0,9.97,0.76,0.92,375.1,10.82,31480.0
2016,174,21,0,8.1,0.85,1.59,373.3,10.277,44077.0
2016,174,22,0,8.43,0.45,0.81,390.5,3.897,67427.0
2016,174,23,0,4.87,1.08,2.63,403.9,6.123,170548.0
2016,175,0,0,4.42,0.54,2.1,411.1,6.106,203973.0
2016,175,1,0,-0.44,0.9,2.78,425.3,6.28,148959.0
2016,175,2,0,2.68,1.06,1.48,419.8,6.081,130368.0
2016,175,3,0,4.94,1.03,1.04,379.4,7.972,59206.0
2016,175,4,0,4.33,0.42,0.69,365.5,10.209,30301.0
2016,175,5,0,3.71,0.51,0.69,365.6,11.142,27983.0
2016,175,6,0,1.35,0.27,2.44,368.9,13.465,32927.0
2016,175,7,0,5.71,0.64,0.85,362.8,11.997,39709.0
2016,175,8,0,5.82,0.8,1.12,363.9,12.787,47526.0
2016,175,9,0,5.64,0.55,1.22,354.8,14.104,45332.0
2016,175,10,0,5.84,0.35,0.77,339.1,9.586,28972.0
2016,175,11,0,5.98,0.34,0.97,340.8,7.096,35995.0
2016,175,12,0,3.92,1.11,3.43,375.2,6.569,105807.0
2016,175,13,0,1.56,0.75,1.93,387.1,6.635,81675.0
2016,175,14,0,5.93,0.63,1.66,387.1,5.846,101040.0
2016,175,15,0,3.15,1.05,3.18,409.3,7.903,88269.0
2016,175,16,0,1.43,0.82,1.28,457.7,8.624,187070.0
2016,175,17,0,0.9,1.1,2.67,451.2,9.103,196311.0
2016,175,18,0,1.04,0.7,1.45,441.2,8.513,157074.0
2016,175,19,0,3.3,1.39,3.21,439.5,6.785,141933.0
2016,175,20,0,7.01,0.89,1.99,431.1,5.448,96812.0
2016,175,21,0,4.57,0.7,1.28,458.3,6.497,182638.0
2016,175,22,0,3.22,0.71,2.2,485.6,6.048,158512.0
2016,175,23,0,3.25,0.3,1.93,499.7,5.258,154311.0
2016,176,0,0,2.63,1.08,3.63,501.2,5.288,139770.0
2016,176,1,0,-0.47,0.78,1.26,515.7,5.551,137656.0
2016,176,2,0,0.82,0.75,2.77,508.1,6.403,123321.0
2016,176,3,0,2.41,0.83,1.23,492.9,7.436,135030.0
2016,176,4,0,2.04,0.53,1.55,488.2,7.728,123097.0
2016,176,5,0,-0.22,0.89,1.52,497.1,7.328,145702.0
2016,176,6,0,0.79,0.75,0.74,492.6,6.456,200359.0
2016,176,7,0,1.38,0.77,1.01,496.6,4.481,235922.0
2016,176,8,0,3.36,1.58,1.93,485.8,5.268,257111.0
2016,176,9,0,2.32,0.41,2.9,483.5,4.925,195768.0
2016,176,10,0,1.37,0.4,2.06,482.2,4.273,162637.0
2016,176,11,0,4.93,0.39,0.83,474.4,3.798,145012.0
2016,176,12,0,1.97,1.36,1.83,470.3,4.168,171156.0
2016,176,13,0,-0.31,0.66,1.78,500.4,4.007,174702.0
2016,176,14,0,0.9,0.66,2.6,502.2,4.826,188046.0
2016,176,15,0,0.94,0.3,1.48,507.4,4.624,170898.0
2016,176,16,0,1.71,0.6,1.77,506.8,4.829,177015.0
2016,176,17,0,1.16,0.72,1.55,521.8,4.042,198474.0
2016,176,18,0,2.41,0.36,1.4,512.5,3.115,127445.0
2016,176,19,0,2.01,0.48,1.5,510.9,3.211,116552.0
2016,176,20,0,2.93,0.81,0.79,503.4,2.557,125759.0
2016,176,21,0,3.69,0.09,0.42,498.5,2.317,97468.0
2016,176,22,0,3.72,0.15,0.54,495.8,2.25,84965.0
2016,176,23,0,1.57,0.16,1.42,518.3,2.468,116515.0
2016,177,0,0,3.1,0.14,0.84,507.2,2.635,110699.0
2016,177,1,0,3.58,0.09,0.76,497.9,2.538,91058.0
2016,177,2,0,4.41,0.09,0.14,478.7,2.304,79931.0
2016,177,3,0,4.25,0.11,0.11,487.2,2.429,89104.0
2016,177,4,0,3.44,0.09,0.53,485.1,2.487,79727.0
2016,177,5,0,4.11,0.09,0.13,475.1,2.382,79801.0
2016,177,6,0,4.15,0.17,0.23,476.8,2.229,88822.0
2016,177,7,0,4.45,0.2,0.19,470.8,1.915,66173.0
2016,177,8,0,4.18,0.14,0.13,471.1,2.001,76794.0
2016,177,9,0,4.2,0.13,0.15,468.8,2.075,79571.0
2016,177,10,0,4.15,0.1,0.3,462.4,2.008,77985.0
2016,177,11,0,2.13,0.13,1.24,477.4,2.119,75680.0
2016,177,12,0,1.91,0.17,1.79,463.3,2.124,60342.0
2016,177,13,0,2.3,0.18,2.76,458.5,2.063,43863.0
2016,177,14,0,4.0,0.09,0.71,443.0,2.158,41304.0
2016,177,15,0,2.11,0.14,0.71,450.4,2.758,43804.0
2016,177,16,0,2.22,0.45,1.22,449.9,2.988,50315.0
2016,177,17,0,2.69,0.12,0.77,446.1,3.416,59817.0
2016,177,18,0,1.13,0.15,1.33,454.2,3.821,63368.0
2016,177,19,0,-0.56,0.31,1.36,460.8,3.942,68030.0
2016,177,20,0,-0.24,0.39,1.05,458.5,4.256,68999.0
2016,177,21,0,1.05,0.3,1.86,448.4,4.33,66437.0
2016,177,22,0,0.35,0.43,1.78,452.0,4.733,71835.0
2016,177,23,0,-0.81,0.28,1.27,456.6,5.275,71188.0
2016,180,0,0,2.76,0.54,0.89,472.3,3.611,115795.0
2016,180,1,0,1.36,0.65,1.01,483.7,3.795,114675.0
2016,180,2,0,1.38,0.39,2.15,480.0,3.664,119798.0
2016,180,3,0,2.25,0.21,0.63,471.5,3.476,115677.0
2016,180,4,0,2.13,0.74,1.81,465.3,3.158,99701.0
2016,180,5,0,3.57,0.14,0.63,449.6,2.742,63888.0
2016,180,6,0,3.14,0.13,0.41,454.2,2.885,70077.0
2016,180,7,0,1.59,0.2,1.62,452.2,2.793,63872.0
2016,180,8,0,1.56,0.25,0.9,448.1,3.435,58585.0
2016,180,9,0,1.54,0.21,1.04,443.8,3.971,69646.0
2016,180,10,0,1.43,0.3,1.01,440.8,3.693,66067.0
2016,180,11,0,-1.08,0.28,1.19,452.1,4.095,70835.0
2016,180,12,0,-1.69,0.21,1.1,453.7,4.301,70926.0
2016,180,13,0,2.29,0.8,1.35,428.4,4.598,101503.0
2016,180,14,0,2.7,0.29,0.64,428.6,4.476,91915.0
2016,180,15,0,2.7,0.23,0.55,428.7,4.505,94409.0
2016,180,16,0,-0.01,0.35,1.22,431.4,4.447,67855.0
2016,180,17,0,-1.34,0.59,1.34,437.5,4.841,82866.0
2016,180,18,0,-0.45,0.43,1.38,432.5,5.096,94828.0
2016,180,19,0,-1.82,0.66,0.78,433.0,4.951,86680.0
