YYYY,MM,DD,D_year,HH,h_mid,days,days_m,Kp,ap,D
2016,6,5,157,00.0,01.50,30837.00000,30837.06250,1.333,5,1
2016,6,5,157,03.0,04.50,30837.12500,30837.18750,2.000,7,1
2016,6,5,157,06.0,07.50,30837.25000,30837.31250,2.000,7,1
2016,6,5,157,09.0,10.50,30837.37500,30837.43750,3.667,22,1
2016,6,5,157,12.0,13.50,30837.50000,30837.56250,5.333,56,1
2016,6,5,157,15.0,16.50,30837.62500,30837.68750,4.667,39,1
2016,6,5,157,18.0,19.50,30837.75000,30837.81250,5.333,56,1
2016,6,5,157,21.0,22.50,30837.87500,30837.93750,4.667,39,1
2016,6,6,158,00.0,01.50,30838.00000,30838.06250,4.333,32,1
2016,6,6,158,03.0,04.50,30838.12500,30838.18750,5.333,56,1
2016,6,6,158,06.0,07.50,30838.25000,30838.31250,3.667,22,1
2016,6,6,158,09.0,10.50,30838.37500,30838.43750,4.000,27,1
2016,6,6,158,12.0,13.50,30838.50000,30838.56250,3.667,22,1
2016,6,6,158,15.0,16.50,30838.62500,30838.68750,2.000,7,1
2016,6,6,158,18.0,19.50,30838.75000,30838.81250,3.000,15,1
2016,6,6,158,21.0,22.50,30838.87500,30838.93750,1.667,6,1
2016,6,7,159,00.0,01.50,30839.00000,30839.06250,1.667,6,1
2016,6,7,159,03.0,04.50,30839.12500,30839.18750,1.333,5,1
2016,6,7,159,06.0,07.50,30839.25000,30839.31250,0.667,3,1
2016,6,7,159,09.0,10.50,30839.37500,30839.43750,2.333,9,1
2016,6,7,159,12.0,13.50,30839.50000,30839.56250,2.000,7,1
2016,6,7,159,15.0,16.50,30839.62500,30839.68750,2.000,7,1
2016,6,7,159,18.0,19.50,30839.75000,30839.81250,3.000,15,1
2016,6,7,159,21.0,22.50,30839.87500,30839.93750,3.000,15,1
2016,6,8,160,00.0,01.50,30840.00000,30840.06250,2.000,7,1
2016,6,8,160,03.0,04.50,30840.12500,30840.18750,2.000,7,1
2016,6,8,160,06.0,07.50,30840.25000,30840.31250,0.667,3,1
2016,6,8,160,09.0,10.50,30840.37500,30840.43750,2.000,7,1
2016,6,8,160,12.0,13.50,30840.50000,30840.56250,1.667,6,1
2016,6,8,160,15.0,16.50,30840.62500,30840.68750,1.667,6,1
2016,6,8,160,18.0,19.50,30840.75000,30840.81250,0.333,2,1
2016,6,8,160,21.0,22.50,30840.87500,30840.93750,0.333,2,1
2016,6,9,161,00.0,01.50,30841.00000,30841.06250,2.000,7,1
2016,6,9,161,03.0,04.50,30841.12500,30841.18750,0.667,3,1
2016,6,9,161,06.0,07.50,30841.25000,30841.31250,0.333,2,1
2016,6,9,161,09.0,10.50,30841.37500,30841.43750,0.333,2,1
2016,6,9,161,12.0,13.50,30841.50000,30841.56250,1.000,4,1
2016,6,9,161,15.0,16.50,30841.62500,30841.68750,0.667,3,1
2016,6,9,161,18.0,19.50,30841.75000,30841.81250,0.667,3,1
2016,6,9,161,21.0,22.50,30841.87500,30841.93750,0.333,2,1
2016,6,10,162,00.0,01.50,30842.00000,30842.06250,0.333,2,1
2016,6,10,162,03.0,04.50,30842.12500,30842.18750,1.000,4,1
2016,6,10,162,06.0,07.50,30842.25000,30842.31250,0.333,2,1
2016,6,10,162,09.0,10.50,30842.37500,30842.43750,0.667,3,1
2016,6,10,162,12.0,13.50,30842.50000,30842.56250,1.333,5,1
2016,6,10,162,15.0,16.50,30842.62500,30842.68750,1.333,5,1
2016,6,10,162,18.0,19.50,30842.75000,30842.81250,3.333,18,1
2016,6,10,162,21.0,22.50,30842.87500,30842.93750,2.333,9,1
2016,6,11,163,00.0,01.50,30843.00000,30843.06250,3.000,15,1
2016,6,11,163,03.0,04.50,30843.12500,30843.18750,1.333,5,1
2016,6,11,163,06.0,07.50,30843.25000,30843.31250,1.667,6,1
2016,6,11,163,09.0,10.50,30843.37500,30843.43750,1.333,5,1
2016,6,11,163,12.0,13.50,30843.50000,30843.56250,2.000,7,1
2016,6,11,163,15.0,16.50,30843.62500,30843.68750,2.000,7,1
2016,6,11,163,18.0,19.50,30843.75000,30843.81250,2.000,7,1
2016,6,11,163,21.0,22.50,30843.87500,30843.93750,3.333,18,1
2016,6,12,164,00.0,01.50,30844.00000,30844.06250,1.333,5,1
2016,6,12,164,03.0,04.50,30844.12500,30844.18750,1.667,6,1
2016,6,12,164,06.0,07.50,30844.25000,30844.31250,2.333,9,1
2016,6,12,164,09.0,10.50,30844.37500,30844.43750,1.667,6,1
2016,6,12,164,12.0,13.50,30844.50000,30844.56250,2.667,12,1
2016,6,12,164,15.0,16.50,30844.62500,30844.68750,3.000,15,1
2016,6,12,164,18.0,19.50,30844.75000,30844.81250,3.667,22,1
2016,6,12,164,21.0,22.50,30844.87500,30844.93750,2.000,7,1
2016,6,13,165,00.0,01.50,30845.00000,30845.06250,2.667,12,1
2016,6,13,165,03.0,04.50,30845.12500,30845.18750,3.667,22,1
2016,6,13,165,06.0,07.50,30845.25000,30845.31250,1.333,5,1
2016,6,13,165,09.0,10.50,30845.37500,30845.43750,1.667,6,1
2016,6,13,165,12.0,13.50,30845.50000,30845.56250,2.000,7,1
2016,6,13,165,15.0,16.50,30845.62500,30845.68750,1.000,4,1
2016,6,13,165,18.0,19.50,30845.75000,30845.81250,1.667,6,1
2016,6,13,165,21.0,22.50,30845.87500,30845.93750,0.667,3,1
2016,6,14,166,00.0,01.50,30846.00000,30846.06250,2.667,12,1
2016,6,14,166,03.0,04.50,30846.12500,30846.18750,1.667,6,1
2016,6,14,166,06.0,07.50,30846.25000,30846.31250,1.333,5,1
2016,6,14,166,09.0,10.50,30846.37500,30846.43750,1.667,6,1
2016,6,14,166,12.0,13.50,30846.50000,30846.56250,2.000,7,1
2016,6,14,166,15.0,16.50,30846.62500,30846.68750,2.667,12,1
2016,6,14,166,18.0,19.50,30846.75000,30846.81250,6.333,94,1
2016,6,14,166,21.0,22.50,30846.87500,30846.93750,4.000,27,1
2016,6,15,167,00.0,01.50,30847.00000,30847.06250,4.333,32,1
2016,6,15,167,03.0,04.50,30847.12500,30847.18750,2.000,7,1
2016,6,15,167,06.0,07.50,30847.25000,30847.31250,2.333,9,1
2016,6,15,167,09.0,10.50,30847.37500,30847.43750,3.000,15,1
2016,6,15,167,12.0,13.50,30847.50000,30847.56250,2.667,12,1
2016,6,15,167,15.0,16.50,30847.62500,30847.68750,2.333,9,1
2016,6,15,167,18.0,19.50,30847.75000,30847.81250,1.000,4,1
2016,6,15,167,21.0,22.50,30847.87500,30847.93750,0.667,3,1
2016,6,16,168,00.0,01.50,30848.00000,30848.06250,1.667,6,1
2016,6,16,168,03.0,04.50,30848.12500,30848.18750,1.333,5,1
2016,6,16,168,06.0,07.50,30848.25000,30848.31250,1.333,5,1
2016,6,16,168,09.0,10.50,30848.37500,30848.43750,2.000,7,1
2016,6,16,168,12.0,13.50,30848.50000,30848.56250,2.333,9,1
2016,6,16,168,15.0,16.50,30848.62500,30848.68750,2.000,7,1
2016,6,16,168,18.0,19.50,30848.75000,30848.81250,1.333,5,1
2016,6,16,168,21.0,22.50,30848.87500,30848.93750,1.333,5,1
2016,6,17,169,00.0,01.50,30849.00000,30849.06250,1.333,5,1
2016,6,17,169,03.0,04.50,30849.12500,30849.18750,1.667,6,1
2016,6,17,169,06.0,07.50,30849.25000,30849.31250,1.667,6,1
2016,6,17,169,09.0,10.50,30849.37500,30849.43750,2.000,7,1
2016,6,17,169,12.0,13.50,30849.50000,30849.56250,2.667,12,1
2016,6,17,169,15.0,16.50,30849.62500,30849.68750,2.333,9,1
2016,6,17,169,18.0,19.50,30849.75000,30849.81250,2.333,9,1
2016,6,17,169,21.0,22.50,30849.87500,30849.93750,0.667,3,1
2016,6,18,170,00.0,01.50,30850.00000,30850.06250,1.667,6,1
2016,6,18,170,03.0,04.50,30850.12500,30850.18750,2.333,9,1
2016,6,18,170,06.0,07.50,30850.25000,30850.31250,2.333,9,1
2016,6,18,170,09.0,10.50,30850.37500,30850.43750,2.333,9,1
2016,6,18,170,12.0,13.50,30850.50000,30850.56250,2.333,9,1
2016,6,18,170,15.0,16.50,30850.62500,30850.68750,1.333,5,1
2016,6,18,170,18.0,19.50,30850.75000,30850.81250,1.667,6,1
2016,6,18,170,21.0,22.50,30850.87500,30850.93750,1.667,6,1
2016,6,19,171,00.0,01.50,30851.00000,30851.06250,1.667,6,1
2016,6,19,171,03.0,04.50,30851.12500,30851.18750,1.667,6,1
2016,6,19,171,06.0,07.50,30851.25000,30851.31250,2.000,7,1
2016,6,19,171,09.0,10.50,30851.37500,30851.43750,0.667,3,1
2016,6,19,171,12.0,13.50,30851.50000,30851.56250,1.000,4,1
2016,6,19,171,15.0,16.50,30851.62500,30851.68750,1.333,5,1
2016,6,19,171,18.0,19.50,30851.75000,30851.81250,0.667,3,1
2016,6,19,171,21.0,22.50,30851.87500,30851.93750,0.000,0,1
2016,6,20,172,00.0,01.50,30852.00000,30852.06250,1.000,4,1
2016,6,20,172,03.0,04.50,30852.12500,30852.18750,1.000,4,1
2016,6,20,172,06.0,07.50,30852.25000,30852.31250,1.333,5,1
2016,6,20,172,09.0,10.50,30852.37500,30852.43750,0.333,2,1
2016,6,20,172,12.0,13.50,30852.50000,30852.56250,0.667,3,1
2016,6,20,172,15.0,16.50,30852.62500,30852.68750,0.667,3,1
2016,6,20,172,18.0,19.50,30852.75000,30852.81250,1.000,4,1
2016,6,20,172,21.0,22.50,30852.87500,30852.93750,1.000,4,1
2016,6,21,173,00.0,01.50,30853.00000,30853.06250,0.667,3,1
2016,6,21,173,03.0,04.50,30853.12500,30853.18750,0.667,3,1
2016,6,21,173,06.0,07.50,30853.25000,30853.31250,0.333,2,1
2016,6,21,173,09.0,10.50,30853.37500,30853.43750,0.667,3,1
2016,6,21,173,12.0,13.50,30853.50000,30853.56250,1.000,4,1
2016,6,21,173,15.0,16.50,30853.62500,30853.68750,0.667,3,1
2016,6,21,173,18.0,19.50,30853.75000,30853.81250,0.667,3,1
2016,6,21,173,21.0,22.50,30853.87500,30853.93750,0.333,2,1
2016,6,22,174,00.0,01.50,30854.00000,30854.06250,0.667,3,1
2016,6,22,174,03.0,04.50,30854.12500,30854.18750,1.000,4,1
2016,6,22,174,06.0,07.50,30854.25000,30854.31250,0.667,3,1
2016,6,22,174,09.0,10.50,30854.37500,30854.43750,1.333,5,1
2016,6,22,174,12.0,13.50,30854.50000,30854.56250,1.667,6,1
2016,6,22,174,15.0,16.50,30854.62500,30854.68750,3.333,18,1
2016,6,22,174,18.0,19.50,30854.75000,30854.81250,4.667,39,1
2016,6,22,174,21.0,22.50,30854.87500,30854.93750,3.333,18,1
2016,6,23,175,00.0,01.50,30855.00000,30855.06250,1.667,6,1
2016,6,23,175,03.0,04.50,30855.12500,30855.18750,3.000,15,1
2016,6,23,175,06.0,07.50,30855.25000,30855.31250,0.667,3,1
2016,6,23,175,09.0,10.50,30855.37500,30855.43750,0.667,3,1
2016,6,23,175,12.0,13.50,30855.50000,30855.56250,1.000,4,1
2016,6,23,175,15.0,16.50,30855.62500,30855.68750,3.333,18,1
2016,6,23,175,18.0,19.50,30855.75000,30855.81250,2.667,12,1
2016,6,23,175,21.0,22.50,30855.87500,30855.93750,3.667,22,1
2016,6,24,176,00.0,01.50,30856.00000,30856.06250,3.333,18,1
2016,6,24,176,03.0,04.50,30856.12500,30856.18750,3.667,22,1
2016,6,24,176,06.0,07.50,30856.25000,30856.31250,3.000,15,1
2016,6,24,176,09.0,10.50,30856.37500,30856.43750,1.667,6,1
2016,6,24,176,12.0,13.50,30856.50000,30856.56250,2.333,9,1
2016,6,24,176,15.0,16.50,30856.62500,30856.68750,2.333,9,1
2016,6,24,176,18.0,19.50,30856.75000,30856.81250,1.667,6,1
2016,6,24,176,21.0,22.50,30856.87500,30856.93750,3.000,15,1
2016,6,25,177,00.0,01.50,30857.00000,30857.06250,2.667,12,1
2016,6,25,177,03.0,04.50,30857.12500,30857.18750,2.000,7,1
2016,6,25,177,06.0,07.50,30857.25000,30857.31250,1.667,6,1
2016,6,25,177,09.0,10.50,30857.37500,30857.43750,0.667,3,1
2016,6,25,177,12.0,13.50,30857.50000,30857.56250,1.000,4,1
2016,6,25,177,15.0,16.50,30857.62500,30857.68750,1.000,4,1
2016,6,25,177,18.0,19.50,30857.75000,30857.81250,2.000,7,1
2016,6,25,177,21.0,22.50,30857.87500,30857.93750,2.667,12,1
2016,6,26,178,00.0,01.50,30858.00000,30858.06250,1.667,6,1
2016,6,26,178,03.0,04.50,30858.12500,30858.18750,1.333,5,1
2016,6,26,178,06.0,07.50,30858.25000,30858.31250,1.667,6,1
2016,6,26,178,09.0,10.50,30858.37500,30858.43750,1.333,5,1
2016,6,26,178,12.0,13.50,30858.50000,30858.56250,2.000,7,1
2016,6,26,178,15.0,16.50,30858.62500,30858.68750,3.000,15,1
2016,6,26,178,18.0,19.50,30858.75000,30858.81250,3.000,15,1
2016,6,26,178,21.0,22.50,30858.87500,30858.93750,3.667,22,1
2016,6,27,179,00.0,01.50,30859.00000,30859.06250,3.000,15,1
2016,6,27,179,03.0,04.50,30859.12500,30859.18750,2.333,9,1
2016,6,27,179,06.0,07.50,30859.25000,30859.31250,2.667,12,1
2016,6,27,179,09.0,10.50,30859.37500,30859.43750,1.000,4,1
2016,6,27,179,12.0,13.50,30859.50000,30859.56250,1.000,4,1
2016,6,27,179,15.0,16.50,30859.62500,30859.68750,1.000,4,1
2016,6,27,179,18.0,19.50,30859.75000,30859.81250,1.333,5,1
2016,6,27,179,21.0,22.50,30859.87500,30859.93750,2.000,7,1
2016,6,28,180,00.0,01.50,30860.00000,30860.06250,2.333,9,1
2016,6,28,180,03.0,04.50,30860.12500,30860.18750,1.667,6,1
2016,6,28,180,06.0,07.50,30860.25000,30860.31250,1.333,5,1
2016,6,28,180,09.0,10.50,30860.37500,30860.43750,1.333,5,1
2016,6,28,180,12.0,13.50,30860.50000,30860.56250,2.000,7,1
2016,6,28,180,15.0,16.50,30860.62500,30860.68750,1.333,5,1
2016,6,28,180,18.0,19.50,30860.75000,30860.81250,1.000,4,1
2016,6,28,180,21.0,22.50,30860.87500,30860.93750,0.333,2,1
2016,6,29,181,00.0,01.50,30861.00000,30861.06250,1.667,6,1
2016,6,29,181,03.0,04.50,30861.12500,30861.18750,1.000,4,1
2016,6,29,181,06.0,07.50,30861.25000,30861.31250,1.000,4,1
2016,6,29,181,09.0,10.50,30861.37500,30861.43750,0.667,3,1
2016,6,29,181,12.0,13.50,30861.50000,30861.56250,0.667,3,1
2016,6,29,181,15.0,16.50,30861.62500,30861.68750,1.000,4,1
2016,6,29,181,18.0,19.50,30861.75000,30861.81250,1.667,6,1
2016,6,29,181,21.0,22.50,30861.87500,30861.93750,0.667,3,1
2016,6,30,182,00.0,01.50,30862.00000,30862.06250,0.333,2,1
2016,6,30,182,03.0,04.50,30862.12500,30862.18750,0.667,3,1
2016,6,30,182,06.0,07.50,30862.25000,30862.31250,0.333,2,1
2016,6,30,182,09.0,10.50,30862.37500,30862.43750,0.667,3,1
2016,6,30,182,12.0,13.50,30862.50000,30862.56250,0.333,2,1
2016,6,30,182,15.0,16.50,30862.62500,30862.68750,2.000,7,1
2016,6,30,182,18.0,19.50,30862.75000,30862.81250,3.000,15,1
2016,6,30,182,21.0,22.50,30862.87500,30862.93750,2.667,12,1
2016,7,1,183,00.0,01.50,30863.00000,30863.06250,3.333,18,1
2016,7,1,183,03.0,04.50,30863.12500,30863.18750,2.000,7,1
2016,7,1,183,06.0,07.50,30863.25000,30863.31250,2.333,9,1
2016,7,1,183,09.0,10.50,30863.37500,30863.43750,2.000,7,1
2016,7,1,183,12.0,13.50,30863.50000,30863.56250,1.333,5,1
2016,7,1,183,15.0,16.50,30863.62500,30863.68750,0.667,3,1
2016,7,1,183,18.0,19.50,30863.75000,30863.81250,0.000,0,1
2016,7,1,183,21.0,22.50,30863.87500,30863.93750,0.333,2,1
2016,7,2,184,00.0,01.50,30864.00000,30864.06250,0.667,3,1
2016,7,2,184,03.0,04.50,30864.12500,30864.18750,1.000,4,1
2016,7,2,184,06.0,07.50,30864.25000,30864.31250,1.000,4,1
2016,7,2,184,09.0,10.50,30864.37500,30864.43750,0.667,3,1
2016,7,2,184,12.0,13.50,30864.50000,30864.56250,1.333,5,1
2016,7,2,184,15.0,16.50,30864.62500,30864.68750,1.000,4,1
2016,7,2,184,18.0,19.50,30864.75000,30864.81250,2.667,12,1
2016,7,2,184,21.0,22.50,30864.87500,30864.93750,3.667,22,1
2016,7,3,185,00.0,01.50,30865.00000,30865.06250,2.667,12,1
2016,7,3,185,03.0,04.50,30865.12500,30865.18750,2.000,7,1
2016,7,3,185,06.0,07.50,30865.25000,30865.31250,1.333,5,1
2016,7,3,185,09.0,10.50,30865.37500,30865.43750,1.333,5,1
2016,7,3,185,12.0,13.50,30865.50000,30865.56250,1.000,4,1
2016,7,3,185,15.0,16.50,30865.62500,30865.68750,2.333,9,1
2016,7,3,185,18.0,19.50,30865.75000,30865.81250,2.000,7,1
2016,7,3,185,21.0,22.50,30865.87500,30865.93750,2.667,12,1
2016,7,4,186,00.0,01.50,30866.00000,30866.06250,1.667,6,1
2016,7,4,186,03.0,04.50,30866.12500,30866.18750,1.667,6,1
2016,7,4,186,06.0,07.50,30866.25000,30866.31250,2.000,7,1
2016,7,4,186,09.0,10.50,30866.37500,30866.43750,1.333,5,1
2016,7,4,186,12.0,13.50,30866.50000,30866.56250,1.000,4,1
2016,7,4,186,15.0,16.50,30866.62500,30866.68750,0.333,2,1
2016,7,4,186,18.0,19.50,30866.75000,30866.81250,1.667,6,1
2016,7,4,186,21.0,22.50,30866.87500,30866.93750,1.000,4,1
2016,7,5,187,00.0,01.50,30867.00000,30867.06250,1.000,4,1
2016,7,5,187,03.0,04.50,30867.12500,30867.18750,1.333,5,1
2016,7,5,187,06.0,07.50,30867.25000,30867.31250,0.667,3,1
2016,7,5,187,09.0,10.50,30867.37500,30867.43750,0.333,2,1
2016,7,5,187,12.0,13.50,30867.50000,30867.56250,0.333,2,1
2016,7,5,187,15.0,16.50,30867.62500,30867.68750,0.333,2,1
2016,7,5,187,18.0,19.50,30867.75000,30867.81250,0.667,3,1
2016,7,5,187,21.0,22.50,30867.87500,30867.93750,0.667,3,1
2016,7,6,188,00.0,01.50,30868.00000,30868.06250,0.000,0,1
2016,7,6,188,03.0,04.50,30868.12500,30868.18750,0.333,2,1
2016,7,6,188,06.0,07.50,30868.25000,30868.31250,0.333,2,1
2016,7,6,188,09.0,10.50,30868.37500,30868.43750,0.667,3,1
2016,7,6,188,12.0,13.50,30868.50000,30868.56250,0.667,3,1
2016,7,6,188,15.0,16.50,30868.62500,30868.68750,1.000,4,1
2016,7,6,188,18.0,19.50,30868.75000,30868.81250,1.333,5,1
2016,7,6,188,21.0,22.50,30868.87500,30868.93750,2.667,12,1
2016,7,7,189,00.0,01.50,30869.00000,30869.06250,2.667,12,1
2016,7,7,189,03.0,04.50,30869.12500,30869.18750,2.667,12,1
2016,7,7,189,06.0,07.50,30869.25000,30869.31250,2.667,12,1
2016,7,7,189,09.0,10.50,30869.37500,30869.43750,2.667,12,1
2016,7,7,189,12.0,13.50,30869.50000,30869.56250,3.333,18,1
2016,7,7,189,15.0,16.50,30869.62500,30869.68750,4.333,32,1
2016,7,7,189,18.0,19.50,30869.75000,30869.81250,4.667,39,1
2016,7,7,189,21.0,22.50,30869.87500,30869.93750,4.333,32,1
2016,7,8,190,00.0,01.50,30870.00000,30870.06250,3.333,18,1
2016,7,8,190,03.0,04.50,30870.12500,30870.18750,2.333,9,1
2016,7,8,190,06.0,07.50,30870.25000,30870.31250,3.333,18,1
2016,7,8,190,09.0,10.50,30870.37500,30870.43750,3.667,22,1
2016,7,8,190,12.0,13.50,30870.50000,30870.56250,4.000,27,1
2016,7,8,190,15.0,16.50,30870.62500,30870.68750,3.667,22,1
2016,7,8,190,18.0,19.50,30870.75000,30870.81250,4.000,27,1
2016,7,8,190,21.0,22.50,30870.87500,30870.93750,2.333,9,1
2016,7,9,191,00.0,01.50,30871.00000,30871.06250,3.333,18,1
2016,7,9,191,03.0,04.50,30871.12500,30871.18750,2.333,9,1
2016,7,9,191,06.0,07.50,30871.25000,30871.31250,3.333,18,1
2016,7,9,191,09.0,10.50,30871.37500,30871.43750,2.333,9,1
2016,7,9,191,12.0,13.50,30871.50000,30871.56250,3.000,15,1
2016,7,9,191,15.0,16.50,30871.62500,30871.68750,3.000,15,1
2016,7,9,191,18.0,19.50,30871.75000,30871.81250,2.333,9,1
2016,7,9,191,21.0,22.50,30871.87500,30871.93750,1.667,6,1
2016,7,10,192,00.0,01.50,30872.00000,30872.06250,2.333,9,1
2016,7,10,192,03.0,04.50,30872.12500,30872.18750,2.000,7,1
2016,7,10,192,06.0,07.50,30872.25000,30872.31250,2.000,7,1
2016,7,10,192,09.0,10.50,30872.37500,30872.43750,2.667,12,1
2016,7,10,192,12.0,13.50,30872.50000,30872.56250,2.667,12,1
2016,7,10,192,15.0,16.50,30872.62500,30872.68750,1.667,6,1
2016,7,10,192,18.0,19.50,30872.75000,30872.81250,2.333,9,1
2016,7,10,192,21.0,22.50,30872.87500,30872.93750,2.000,7,1
2016,7,11,193,00.0,01.50,30873.00000,30873.06250,2.333,9,1
2016,7,11,193,03.0,04.50,30873.12500,30873.18750,2.667,12,1
2016,7,11,193,06.0,07.50,30873.25000,30873.31250,1.333,5,1
2016,7,11,193,09.0,10.50,30873.37500,30873.43750,2.000,7,1
2016,7,11,193,12.0,13.50,30873.50000,30873.56250,2.667,12,1
2016,7,11,193,15.0,16.50,30873.62500,30873.68750,2.333,9,1
2016,7,11,193,18.0,19.50,30873.75000,30873.81250,2.667,12,1
2016,7,11,193,21.0,22.50,30873.87500,30873.93750,2.667,12,1
2016,7,12,194,00.0,01.50,30874.00000,30874.06250,3.000,15,1
2016,7,12,194,03.0,04.50,30874.12500,30874.18750,4.333,32,1
2016,7,12,194,06.0,07.50,30874.25000,30874.31250,4.333,32,1
2016,7,12,194,09.0,10.50,30874.37500,30874.43750,3.667,22,1
2016,7,12,194,12.0,13.50,30874.50000,30874.56250,2.333,9,1
2016,7,12,194,15.0,16.50,30874.62500,30874.68750,1.667,6,1
2016,7,12,194,18.0,19.50,30874.75000,30874.81250,2.667,12,1
2016,7,12,194,21.0,22.50,30874.87500,30874.93750,3.333,18,1
2016,7,13,195,00.0,01.50,30875.00000,30875.06250,3.000,15,1
2016,7,13,195,03.0,04.50,30875.12500,30875.18750,2.000,7,1
2016,7,13,195,06.0,07.50,30875.25000,30875.31250,1.333,5,1
2016,7,13,195,09.0,10.50,30875.37500,30875.43750,1.667,6,1
2016,7,13,195,12.0,13.50,30875.50000,30875.56250,1.667,6,1
2016,7,13,195,15.0,16.50,30875.62500,30875.68750,1.667,6,1
2016,7,13,195,18.0,19.50,30875.75000,30875.81250,1.333,5,1
2016,7,13,195,21.0,22.50,30875.87500,30875.93750,2.000,7,1
2016,7,14,196,00.0,01.50,30876.00000,30876.06250,1.667,6,1
2016,7,14,196,03.0,04.50,30876.12500,30876.18750,2.333,9,1
2016,7,14,196,06.0,07.50,30876.25000,30876.31250,4.000,27,1
2016,7,14,196,09.0,10.50,30876.37500,30876.43750,3.333,18,1
2016,7,14,196,12.0,13.50,30876.50000,30876.56250,1.667,6,1
2016,7,14,196,15.0,16.50,30876.62500,30876.68750,2.000,7,1
2016,7,14,196,18.0,19.50,30876.75000,30876.81250,1.667,6,1
2016,7,14,196,21.0,22.50,30876.87500,30876.93750,2.000,7,1
2016,7,15,197,00.0,01.50,30877.00000,30877.06250,2.333,9,1
2016,7,15,197,03.0,04.50,30877.12500,30877.18750,3.000,15,1
2016,7,15,197,06.0,07.50,30877.25000,30877.31250,2.667,12,1
2016,7,15,197,09.0,10.50,30877.37500,30877.43750,2.667,12,1
2016,7,15,197,12.0,13.50,30877.50000,30877.56250,1.667,6,1
2016,7,15,197,15.0,16.50,30877.62500,30877.68750,2.333,9,1
2016,7,15,197,18.0,19.50,30877.75000,30877.81250,1.667,6,1
2016,7,15,197,21.0,22.50,30877.87500,30877.93750,2.667,12,1
2016,7,16,198,00.0,01.50,30878.00000,30878.06250,2.667,12,1
2016,7,16,198,03.0,04.50,30878.12500,30878.18750,1.333,5,1
2016,7,16,198,06.0,07.50,30878.25000,30878.31250,1.333,5,1
2016,7,16,198,09.0,10.50,30878.37500,30878.43750,1.333,5,1
2016,7,16,198,12.0,13.50,30878.50000,30878.56250,3.000,15,1
2016,7,16,198,15.0,16.50,30878.62500,30878.68750,1.333,5,1
2016,7,16,198,18.0,19.50,30878.75000,30878.81250,1.667,6,1
2016,7,16,198,21.0,22.50,30878.87500,30878.93750,1.000,4,1
2016,7,17,199,00.0,01.50,30879.00000,30879.06250,1.333,5,1
2016,7,17,199,03.0,04.50,30879.12500,30879.18750,1.333,5,1
2016,7,17,199,06.0,07.50,30879.25000,30879.31250,0.667,3,1
2016,7,17,199,09.0,10.50,30879.37500,30879.43750,1.000,4,1
2016,7,17,199,12.0,13.50,30879.50000,30879.56250,1.333,5,1
2016,7,17,199,15.0,16.50,30879.62500,30879.68750,1.333,5,1
2016,7,17,199,18.0,19.50,30879.75000,30879.81250,1.333,5,1
2016,7,17,199,21.0,22.50,30879.87500,30879.93750,2.000,7,1
2016,7,18,200,00.0,01.50,30880.00000,30880.06250,0.667,3,1
2016,7,18,200,03.0,04.50,30880.12500,30880.18750,0.667,3,1
2016,7,18,200,06.0,07.50,30880.25000,30880.31250,1.000,4,1
2016,7,18,200,09.0,10.50,30880.37500,30880.43750,0.667,3,1
2016,7,18,200,12.0,13.50,30880.50000,30880.56250,0.333,2,1
2016,7,18,200,15.0,16.50,30880.62500,30880.68750,0.333,2,1
2016,7,18,200,18.0,19.50,30880.75000,30880.81250,0.333,2,1
2016,7,18,200,21.0,22.50,30880.87500,30880.93750,1.333,5,1
2016,7,19,201,00.0,01.50,30881.00000,30881.06250,1.000,4,1
2016,7,19,201,03.0,04.50,30881.12500,30881.18750,0.667,3,1
2016,7,19,201,06.0,07.50,30881.25000,30881.31250,0.333,2,1
2016,7,19,201,09.0,10.50,30881.37500,30881.43750,0.667,3,1
2016,7,19,201,12.0,13.50,30881.50000,30881.56250,0.667,3,1
2016,7,19,201,15.0,16.50,30881.62500,30881.68750,0.667,3,1
2016,7,19,201,18.0,19.50,30881.75000,30881.81250,0.333,2,1
2016,7,19,201,21.0,22.50,30881.87500,30881.93750,5.000,48,1
2016,7,20,202,00.0,01.50,30882.00000,30882.06250,5.000,48,1
2016,7,20,202,03.0,04.50,30882.12500,30882.18750,4.667,39,1
2016,7,20,202,06.0,07.50,30882.25000,30882.31250,3.667,22,1
2016,7,20,202,09.0,10.50,30882.37500,30882.43750,2.333,9,1
2016,7,20,202,12.0,13.50,30882.50000,30882.56250,2.333,9,1
2016,7,20,202,15.0,16.50,30882.62500,30882.68750,2.333,9,1
2016,7,20,202,18.0,19.50,30882.75000,30882.81250,2.667,12,1
2016,7,20,202,21.0,22.50,30882.87500,30882.93750,1.000,4,1
2016,7,21,203,00.0,01.50,30883.00000,30883.06250,0.667,3,1
2016,7,21,203,03.0,04.50,30883.12500,30883.18750,0.333,2,1
2016,7,21,203,06.0,07.50,30883.25000,30883.31250,1.000,4,1
2016,7,21,203,09.0,10.50,30883.37500,30883.43750,1.333,5,1
2016,7,21,203,12.0,13.50,30883.50000,30883.56250,1.333,5,1
2016,7,21,203,15.0,16.50,30883.62500,30883.68750,2.667,12,1
2016,7,21,203,18.0,19.50,30883.75000,30883.81250,0.667,3,1
2016,7,21,203,21.0,22.50,30883.87500,30883.93750,2.000,7,1
2016,7,22,204,00.0,01.50,30884.00000,30884.06250,1.333,5,1
